cellosaurus:CVCL_J434	RPMI-8226/LR-5	1	315	
cellosaurus:CVCL_4V90	RPMI-8226/MR4	1	316	
cellosaurus:CVCL_0019	SH-SY5Y	0	317	
cellosaurus:CVCL_YJ91	LINTERNA SH-SY5Y	1	318	
cellosaurus:CVCL_U924	SH-SY5Y Rho0 64/5	1	319	
cellosaurus:CVCL_YK67	SH-SY5Y TagGFP2-SNCA	1	320	
cellosaurus:CVCL_5I52	SH-SY5Y-HFE	1	321	
cellosaurus:CVCL_5I53	SH-SY5Y-HFE C282Y	1	322	
cellosaurus:CVCL_5I54	SH-SY5Y-HFE H63D	1	323	
cellosaurus:CVCL_UJ96	SH-SY5Y-pLNCX2 empty vector	1	324	
cellosaurus:CVCL_0523	SH-SY5Y-SPA4CT	1	325	
cellosaurus:CVCL_UJ94	SH-SY5Y-TrkA, clone P23A	1	326	
cellosaurus:CVCL_UJ95	SH-SY5Y-TrkB, clone BR6	1	327	
cellosaurus:CVCL_ZL49	SH-SY5Y/VCR	1	328	
cellosaurus:CVCL_RR81	SH-SY5YrCDDP200	1	329	
cellosaurus:CVCL_RS23	SH-SY5YrCDDP500	1	330	
cellosaurus:CVCL_RS8O	SH-SY5YrDOX10	1	331	
cellosaurus:CVCL_RS81	SH-SY5YrDOX20	1	332	
cellosaurus:CVCL_RR53	SH-SY5YrVCR10	1	333	
cellosaurus:CVCL_VA24	SHSY5Y-B7H6	1	334	
cellosaurus:CVCL_YJ70	VAMPIRO SH-SY5Y	1	335	
cellosaurus:CVCL_0020	U-138MG	0	336	
cellosaurus:CVCL_0633	U-118MG	1	337	
cellosaurus:CVCL_0021	U-251MG	0	338	
cellosaurus:CVCL_2864	B2-17	1	339	
cellosaurus:CVCL_2800	KNS-89	1	340	
cellosaurus:CVCL_0535	SNB-19	1	341	
cellosaurus:CVCL_B325	TK-1 [Human astrocytoma]	1	342	
cellosaurus:CVCL_2809	U-251MG (KO)	1	343	
cellosaurus:CVCL_5G63	U-251MG AgCl1	1	344	
cellosaurus:CVCL_5G56	U-251MG sp	1	345	
cellosaurus:CVCL_J269	U-251MG-Luc	1	346	
cellosaurus:CVCL_2219	U-373MG ATCC	1	347	
cellosaurus:CVCL_1G29	U251-TR3	1	348	
cellosaurus:CVCL_0022	U-87MG ATCC	0	349	
cellosaurus:CVCL_5J15	U-87 MG-luc2	1	350	
cellosaurus:CVCL_UR33	U-87 MG-Luc2	1	351	
cellosaurus:CVCL_UE09	U-87MG ATCC IDH1 p.R132H	1	352	
cellosaurus:CVCL_VL16	U-87MG/DDP	1	353	
cellosaurus:CVCL_5J12	U87 MG-Red-FLuc	1	354	
cellosaurus:CVCL_X702	U87-CD4 Clone 2	1	355	
cellosaurus:CVCL_4V16	U87-MG/Pt	1	356	
cellosaurus:CVCL_X626	U87.CD4	1	357	
cellosaurus:CVCL_3428	U87/DK	1	358	
cellosaurus:CVCL_3429	U87/WT	1	359	
cellosaurus:CVCL_XZ66	U87MG Human EGFR vIII	1	360	
cellosaurus:CVCL_JY78	U87MG.deltaEGFR	1	361	
cellosaurus:CVCL_JY80	U87MG.DY1	1	362	
cellosaurus:CVCL_JY81	U87MG.DY2	1	363	
cellosaurus:CVCL_JY82	U87MG.DY3	1	364	
cellosaurus:CVCL_JY83	U87MG.DY4	1	365	
cellosaurus:CVCL_JY84	U87MG.DY5	1	366	
cellosaurus:CVCL_0023	A-549	0	367	
