pgx:cohort-2021progenetix	Version at Progenetix Update 2021	363
pgx:cohort-TCGA	TCGA samples	363
pgx:cohort-TCGAcancers	TCGA Cancer samples	363
pgx:cohort-carriocordo2021heterogeneity	Carrio-Cordo and Baudis - Genomic Heterogeneity in Cancer Types (2021)	185
pgx:cohort-excluded	Excluded samples	3
