NCIT:C115197	NCIT:C115197	73
NCIT:C115198	NCIT:C115198	28
NCIT:C3273	NCIT:C3273	12
NCIT:C3274	NCIT:C3274	12
NCIT:C3476	NCIT:C3476	8
NCIT:C8495	NCIT:C8495	35
