pgx:icdot-C22.0	Liver	182
pgx:icdot-C42.0	Blood	28
pgx:icdot-C71.0	Cerebrum	3
pgx:icdot-C71.6	Cerebellum, NOS	1
pgx:icdot-C71.9	Brain, NOS	36
pgx:icdot-C80.9	Unknown primary site	6
