geo:GSE10060	geo:GSE10060	2
geo:GSE10132	geo:GSE10132	41
geo:GSE10611	geo:GSE10611	28
geo:GSE10747	geo:GSE10747	3
geo:GSE10917	geo:GSE10917	10
geo:GSE11411	geo:GSE11411	2
geo:GSE11782	geo:GSE11782	9
geo:GSE11872	geo:GSE11872	8
geo:GSE11938	geo:GSE11938	9
geo:GSE11976	geo:GSE11976	12
geo:GSE12019	geo:GSE12019	120
geo:GSE12494	geo:GSE12494	47
geo:GSE12523	geo:GSE12523	26
geo:GSE12906	geo:GSE12906	3
geo:GSE12928	geo:GSE12928	2
geo:GSE13021	geo:GSE13021	21
geo:GSE13372	geo:GSE13372	35
geo:GSE13696	geo:GSE13696	90
geo:GSE13914	geo:GSE13914	50
geo:GSE14079	geo:GSE14079	8
geo:GSE14860	geo:GSE14860	16
geo:GSE14867	geo:GSE14867	4
geo:GSE14994	geo:GSE14994	21
geo:GSE15051	geo:GSE15051	6
geo:GSE15126	geo:GSE15126	20
geo:GSE15131	geo:GSE15131	13
geo:GSE15172	geo:GSE15172	4
geo:GSE15264	geo:GSE15264	3
geo:GSE15477	geo:GSE15477	6
geo:GSE15696	geo:GSE15696	17
geo:GSE16	geo:GSE16	8
geo:GSE16400	geo:GSE16400	31
geo:GSE16872	geo:GSE16872	6
geo:GSE1715	geo:GSE1715	1
geo:GSE17247	geo:GSE17247	84
geo:GSE17359	geo:GSE17359	3
geo:GSE17429	geo:GSE17429	5
geo:GSE17534	geo:GSE17534	60
geo:GSE18143	geo:GSE18143	2
geo:GSE18453	geo:GSE18453	39
geo:GSE18461	geo:GSE18461	7
geo:GSE18638	geo:GSE18638	1
geo:GSE18797	geo:GSE18797	12
geo:GSE18799	geo:GSE18799	2
geo:GSE19388	geo:GSE19388	13
geo:GSE19399	geo:GSE19399	91
geo:GSE19714	geo:GSE19714	4
geo:GSE19852	geo:GSE19852	1
geo:GSE19920	geo:GSE19920	8
geo:GSE19986	geo:GSE19986	1
geo:GSE19996	geo:GSE19996	2
geo:GSE20144	geo:GSE20144	10
geo:GSE20239	geo:GSE20239	3
geo:GSE20306	geo:GSE20306	435
geo:GSE20355	geo:GSE20355	16
geo:GSE20356	geo:GSE20356	2
geo:GSE20481	geo:GSE20481	150
geo:GSE21123	geo:GSE21123	3
geo:GSE21347	geo:GSE21347	18
geo:GSE21468	geo:GSE21468	13
geo:GSE21540	geo:GSE21540	7
geo:GSE21923	geo:GSE21923	4
geo:GSE22208	geo:GSE22208	28
geo:GSE22237	geo:GSE22237	14
geo:GSE22279	geo:GSE22279	10
geo:GSE22305	geo:GSE22305	18
geo:GSE22461	geo:GSE22461	3
geo:GSE22547	geo:GSE22547	1
