cbioportal:cellline_ccle_broad	cbioportal:cellline_ccle_broad	5
cbioportal:glioma_mskcc_2019	cbioportal:glioma_mskcc_2019	10
cbioportal:msk_impact_2017	cbioportal:msk_impact_2017	12
