NCIT:C27966	Stage I	6048
NCIT:C27975	Stage IA	901
NCIT:C27976	Stage IB	989
NCIT:C28053	Stage IB2	28
NCIT:C27970	Stage III	3909
NCIT:C27977	Stage IIIA	1059
NCIT:C27978	Stage IIIB	720
NCIT:C27982	Stage IIIC	733
NCIT:C27971	Stage IV	2579
NCIT:C27979	Stage IVA	760
NCIT:C27980	Stage IVB	75
NCIT:C28055	Stage IVC	40
NCIT:C28051	Stage 0	102
NCIT:C28054	Stage II	4025
NCIT:C27967	Stage IIA	1765
NCIT:C27968	Stage IIB	1596
NCIT:C27969	Stage IIC	156
NCIT:C92207	Stage Unknown	101524
